"startTime";"endTime";"Wind power generation - 15 min data"
"2026-02-28T23:00:00.000Z";"2026-02-28T23:15:00.000Z";524.77
"2026-02-28T23:15:00.000Z";"2026-02-28T23:30:00.000Z";525.63
"2026-02-28T23:30:00.000Z";"2026-02-28T23:45:00.000Z";533.94
"2026-02-28T23:45:00.000Z";"2026-03-01T00:00:00.000Z";505.23
"2026-03-01T00:00:00.000Z";"2026-03-01T00:15:00.000Z";503.33
"2026-03-01T00:15:00.000Z";"2026-03-01T00:30:00.000Z";436.53
"2026-03-01T00:30:00.000Z";"2026-03-01T00:45:00.000Z";402.3
"2026-03-01T00:45:00.000Z";"2026-03-01T01:00:00.000Z";363.57
"2026-03-01T01:00:00.000Z";"2026-03-01T01:15:00.000Z";345.37
"2026-03-01T01:15:00.000Z";"2026-03-01T01:30:00.000Z";345.34
"2026-03-01T01:30:00.000Z";"2026-03-01T01:45:00.000Z";359.53
"2026-03-01T01:45:00.000Z";"2026-03-01T02:00:00.000Z";377.77
"2026-03-01T02:00:00.000Z";"2026-03-01T02:15:00.000Z";372.33
"2026-03-01T02:15:00.000Z";"2026-03-01T02:30:00.000Z";374.87
"2026-03-01T02:30:00.000Z";"2026-03-01T02:45:00.000Z";358.67
"2026-03-01T02:45:00.000Z";"2026-03-01T03:00:00.000Z";354.43
"2026-03-01T03:00:00.000Z";"2026-03-01T03:15:00.000Z";366.63
"2026-03-01T03:15:00.000Z";"2026-03-01T03:30:00.000Z";388.03
"2026-03-01T03:30:00.000Z";"2026-03-01T03:45:00.000Z";446.39
"2026-03-01T03:45:00.000Z";"2026-03-01T04:00:00.000Z";519.02
"2026-03-01T04:00:00.000Z";"2026-03-01T04:15:00.000Z";628.85
"2026-03-01T04:15:00.000Z";"2026-03-01T04:30:00.000Z";739.58
"2026-03-01T04:30:00.000Z";"2026-03-01T04:45:00.000Z";868.18
"2026-03-01T04:45:00.000Z";"2026-03-01T05:00:00.000Z";932.6
"2026-03-01T05:00:00.000Z";"2026-03-01T05:15:00.000Z";1006.32
"2026-03-01T05:15:00.000Z";"2026-03-01T05:30:00.000Z";1072.53
"2026-03-01T05:30:00.000Z";"2026-03-01T05:45:00.000Z";1137.21
"2026-03-01T05:45:00.000Z";"2026-03-01T06:00:00.000Z";1248.79
"2026-03-01T06:00:00.000Z";"2026-03-01T06:15:00.000Z";1227.67
"2026-03-01T06:15:00.000Z";"2026-03-01T06:30:00.000Z";1205.11
"2026-03-01T06:30:00.000Z";"2026-03-01T06:45:00.000Z";1189.21
"2026-03-01T06:45:00.000Z";"2026-03-01T07:00:00.000Z";1105.94
"2026-03-01T07:00:00.000Z";"2026-03-01T07:15:00.000Z";1062.13
"2026-03-01T07:15:00.000Z";"2026-03-01T07:30:00.000Z";1026.44
"2026-03-01T07:30:00.000Z";"2026-03-01T07:45:00.000Z";923.48
"2026-03-01T07:45:00.000Z";"2026-03-01T08:00:00.000Z";828.86
"2026-03-01T08:00:00.000Z";"2026-03-01T08:15:00.000Z";759.71
"2026-03-01T08:15:00.000Z";"2026-03-01T08:30:00.000Z";683.77
"2026-03-01T08:30:00.000Z";"2026-03-01T08:45:00.000Z";633.4
"2026-03-01T08:45:00.000Z";"2026-03-01T09:00:00.000Z";640.31
"2026-03-01T09:00:00.000Z";"2026-03-01T09:15:00.000Z";656.66
"2026-03-01T09:15:00.000Z";"2026-03-01T09:30:00.000Z";671.86
"2026-03-01T09:30:00.000Z";"2026-03-01T09:45:00.000Z";678.07
"2026-03-01T09:45:00.000Z";"2026-03-01T10:00:00.000Z";699.99
"2026-03-01T10:00:00.000Z";"2026-03-01T10:15:00.000Z";687.61
"2026-03-01T10:15:00.000Z";"2026-03-01T10:30:00.000Z";632.97
"2026-03-01T10:30:00.000Z";"2026-03-01T10:45:00.000Z";658.36
"2026-03-01T10:45:00.000Z";"2026-03-01T11:00:00.000Z";726.39
"2026-03-01T11:00:00.000Z";"2026-03-01T11:15:00.000Z";777.72
"2026-03-01T11:15:00.000Z";"2026-03-01T11:30:00.000Z";799.37
"2026-03-01T11:30:00.000Z";"2026-03-01T11:45:00.000Z";787.7
"2026-03-01T11:45:00.000Z";"2026-03-01T12:00:00.000Z";773.84
"2026-03-01T12:00:00.000Z";"2026-03-01T12:15:00.000Z";762.17
"2026-03-01T12:15:00.000Z";"2026-03-01T12:30:00.000Z";737.84
"2026-03-01T12:30:00.000Z";"2026-03-01T12:45:00.000Z";685.48
"2026-03-01T12:45:00.000Z";"2026-03-01T13:00:00.000Z";658.41
"2026-03-01T13:00:00.000Z";"2026-03-01T13:15:00.000Z";649.1
"2026-03-01T13:15:00.000Z";"2026-03-01T13:30:00.000Z";628.79
"2026-03-01T13:30:00.000Z";"2026-03-01T13:45:00.000Z";640.27
"2026-03-01T13:45:00.000Z";"2026-03-01T14:00:00.000Z";644.13
"2026-03-01T14:00:00.000Z";"2026-03-01T14:15:00.000Z";657.04
"2026-03-01T14:15:00.000Z";"2026-03-01T14:30:00.000Z";650.57
"2026-03-01T14:30:00.000Z";"2026-03-01T14:45:00.000Z";659.7
"2026-03-01T14:45:00.000Z";"2026-03-01T15:00:00.000Z";662.06
"2026-03-01T15:00:00.000Z";"2026-03-01T15:15:00.000Z";665.03
"2026-03-01T15:15:00.000Z";"2026-03-01T15:30:00.000Z";694.8
"2026-03-01T15:30:00.000Z";"2026-03-01T15:45:00.000Z";697.4
"2026-03-01T15:45:00.000Z";"2026-03-01T16:00:00.000Z";703.96
"2026-03-01T16:00:00.000Z";"2026-03-01T16:15:00.000Z";727.86
"2026-03-01T16:15:00.000Z";"2026-03-01T16:30:00.000Z";751.33
"2026-03-01T16:30:00.000Z";"2026-03-01T16:45:00.000Z";765.17
"2026-03-01T16:45:00.000Z";"2026-03-01T17:00:00.000Z";788.17
"2026-03-01T17:00:00.000Z";"2026-03-01T17:15:00.000Z";807.4
"2026-03-01T17:15:00.000Z";"2026-03-01T17:30:00.000Z";816.97
"2026-03-01T17:30:00.000Z";"2026-03-01T17:45:00.000Z";819.3
"2026-03-01T17:45:00.000Z";"2026-03-01T18:00:00.000Z";798
"2026-03-01T18:00:00.000Z";"2026-03-01T18:15:00.000Z";788.03
"2026-03-01T18:15:00.000Z";"2026-03-01T18:30:00.000Z";778.07
"2026-03-01T18:30:00.000Z";"2026-03-01T18:45:00.000Z";765.64
"2026-03-01T18:45:00.000Z";"2026-03-01T19:00:00.000Z";747.57
"2026-03-01T19:00:00.000Z";"2026-03-01T19:15:00.000Z";720.73
"2026-03-01T19:15:00.000Z";"2026-03-01T19:30:00.000Z";720.07
"2026-03-01T19:30:00.000Z";"2026-03-01T19:45:00.000Z";681.63
"2026-03-01T19:45:00.000Z";"2026-03-01T20:00:00.000Z";676.63
"2026-03-01T20:00:00.000Z";"2026-03-01T20:15:00.000Z";663.77
"2026-03-01T20:15:00.000Z";"2026-03-01T20:30:00.000Z";664.3
"2026-03-01T20:30:00.000Z";"2026-03-01T20:45:00.000Z";662.97
"2026-03-01T20:45:00.000Z";"2026-03-01T21:00:00.000Z";662.57
"2026-03-01T21:00:00.000Z";"2026-03-01T21:15:00.000Z";647.84
"2026-03-01T21:15:00.000Z";"2026-03-01T21:30:00.000Z";667.66
"2026-03-01T21:30:00.000Z";"2026-03-01T21:45:00.000Z";698.83
"2026-03-01T21:45:00.000Z";"2026-03-01T22:00:00.000Z";689.27
"2026-03-01T22:00:00.000Z";"2026-03-01T22:15:00.000Z";670.47
"2026-03-01T22:15:00.000Z";"2026-03-01T22:30:00.000Z";666.4
"2026-03-01T22:30:00.000Z";"2026-03-01T22:45:00.000Z";672.4
"2026-03-01T22:45:00.000Z";"2026-03-01T23:00:00.000Z";677.07
"2026-03-01T23:00:00.000Z";"2026-03-01T23:15:00.000Z";698.97
"2026-03-01T23:15:00.000Z";"2026-03-01T23:30:00.000Z";719.26
"2026-03-01T23:30:00.000Z";"2026-03-01T23:45:00.000Z";699.4
"2026-03-01T23:45:00.000Z";"2026-03-02T00:00:00.000Z";710.5
"2026-03-02T00:00:00.000Z";"2026-03-02T00:15:00.000Z";724.04
"2026-03-02T00:15:00.000Z";"2026-03-02T00:30:00.000Z";722.73
"2026-03-02T00:30:00.000Z";"2026-03-02T00:45:00.000Z";757.32
"2026-03-02T00:45:00.000Z";"2026-03-02T01:00:00.000Z";747.47
"2026-03-02T01:00:00.000Z";"2026-03-02T01:15:00.000Z";726.64
"2026-03-02T01:15:00.000Z";"2026-03-02T01:30:00.000Z";732.14
"2026-03-02T01:30:00.000Z";"2026-03-02T01:45:00.000Z";719.1
"2026-03-02T01:45:00.000Z";"2026-03-02T02:00:00.000Z";726.57
"2026-03-02T02:00:00.000Z";"2026-03-02T02:15:00.000Z";731.17
"2026-03-02T02:15:00.000Z";"2026-03-02T02:30:00.000Z";734.76
"2026-03-02T02:30:00.000Z";"2026-03-02T02:45:00.000Z";719.8
"2026-03-02T02:45:00.000Z";"2026-03-02T03:00:00.000Z";697.7
"2026-03-02T03:00:00.000Z";"2026-03-02T03:15:00.000Z";682.74
"2026-03-02T03:15:00.000Z";"2026-03-02T03:30:00.000Z";667.58
"2026-03-02T03:30:00.000Z";"2026-03-02T03:45:00.000Z";642.8
"2026-03-02T03:45:00.000Z";"2026-03-02T04:00:00.000Z";619
"2026-03-02T04:00:00.000Z";"2026-03-02T04:15:00.000Z";620.53
"2026-03-02T04:15:00.000Z";"2026-03-02T04:30:00.000Z";583.81
"2026-03-02T04:30:00.000Z";"2026-03-02T04:45:00.000Z";536.03
"2026-03-02T04:45:00.000Z";"2026-03-02T05:00:00.000Z";498.47
"2026-03-02T05:00:00.000Z";"2026-03-02T05:15:00.000Z";467.34
"2026-03-02T05:15:00.000Z";"2026-03-02T05:30:00.000Z";422.41
"2026-03-02T05:30:00.000Z";"2026-03-02T05:45:00.000Z";379.94
"2026-03-02T05:45:00.000Z";"2026-03-02T06:00:00.000Z";346.2
"2026-03-02T06:00:00.000Z";"2026-03-02T06:15:00.000Z";320.51
"2026-03-02T06:15:00.000Z";"2026-03-02T06:30:00.000Z";289.1
"2026-03-02T06:30:00.000Z";"2026-03-02T06:45:00.000Z";256.33
"2026-03-02T06:45:00.000Z";"2026-03-02T07:00:00.000Z";254.17
"2026-03-02T07:00:00.000Z";"2026-03-02T07:15:00.000Z";241.3
"2026-03-02T07:15:00.000Z";"2026-03-02T07:30:00.000Z";227.3
"2026-03-02T07:30:00.000Z";"2026-03-02T07:45:00.000Z";215.54
"2026-03-02T07:45:00.000Z";"2026-03-02T08:00:00.000Z";192.44
"2026-03-02T08:00:00.000Z";"2026-03-02T08:15:00.000Z";165
"2026-03-02T08:15:00.000Z";"2026-03-02T08:30:00.000Z";149.2
"2026-03-02T08:30:00.000Z";"2026-03-02T08:45:00.000Z";158.17
"2026-03-02T08:45:00.000Z";"2026-03-02T09:00:00.000Z";161.93
"2026-03-02T09:00:00.000Z";"2026-03-02T09:15:00.000Z";163.4
"2026-03-02T09:15:00.000Z";"2026-03-02T09:30:00.000Z";169.17
"2026-03-02T09:30:00.000Z";"2026-03-02T09:45:00.000Z";175.46
"2026-03-02T09:45:00.000Z";"2026-03-02T10:00:00.000Z";164.87
"2026-03-02T10:00:00.000Z";"2026-03-02T10:15:00.000Z";152.17
"2026-03-02T10:15:00.000Z";"2026-03-02T10:30:00.000Z";173
"2026-03-02T10:30:00.000Z";"2026-03-02T10:45:00.000Z";185.73
"2026-03-02T10:45:00.000Z";"2026-03-02T11:00:00.000Z";184.8
"2026-03-02T11:00:00.000Z";"2026-03-02T11:15:00.000Z";184.27
"2026-03-02T11:15:00.000Z";"2026-03-02T11:30:00.000Z";146.67
"2026-03-02T11:30:00.000Z";"2026-03-02T11:45:00.000Z";129.53
"2026-03-02T11:45:00.000Z";"2026-03-02T12:00:00.000Z";114.24
"2026-03-02T12:00:00.000Z";"2026-03-02T12:15:00.000Z";97.03
"2026-03-02T12:15:00.000Z";"2026-03-02T12:30:00.000Z";96.27
"2026-03-02T12:30:00.000Z";"2026-03-02T12:45:00.000Z";95.2
"2026-03-02T12:45:00.000Z";"2026-03-02T13:00:00.000Z";81.97
"2026-03-02T13:00:00.000Z";"2026-03-02T13:15:00.000Z";82.67
"2026-03-02T13:15:00.000Z";"2026-03-02T13:30:00.000Z";87.23
"2026-03-02T13:30:00.000Z";"2026-03-02T13:45:00.000Z";90.9
"2026-03-02T13:45:00.000Z";"2026-03-02T14:00:00.000Z";95.74
"2026-03-02T14:00:00.000Z";"2026-03-02T14:15:00.000Z";92.23
"2026-03-02T14:15:00.000Z";"2026-03-02T14:30:00.000Z";104.1
"2026-03-02T14:30:00.000Z";"2026-03-02T14:45:00.000Z";112.13
"2026-03-02T14:45:00.000Z";"2026-03-02T15:00:00.000Z";123.2
"2026-03-02T15:00:00.000Z";"2026-03-02T15:15:00.000Z";137.3
"2026-03-02T15:15:00.000Z";"2026-03-02T15:30:00.000Z";168.26
"2026-03-02T15:30:00.000Z";"2026-03-02T15:45:00.000Z";179.17
"2026-03-02T15:45:00.000Z";"2026-03-02T16:00:00.000Z";175.83
"2026-03-02T16:00:00.000Z";"2026-03-02T16:15:00.000Z";169.77
"2026-03-02T16:15:00.000Z";"2026-03-02T16:30:00.000Z";172.63
"2026-03-02T16:30:00.000Z";"2026-03-02T16:45:00.000Z";183.07
"2026-03-02T16:45:00.000Z";"2026-03-02T17:00:00.000Z";166.43
"2026-03-02T17:00:00.000Z";"2026-03-02T17:15:00.000Z";156.6
"2026-03-02T17:15:00.000Z";"2026-03-02T17:30:00.000Z";154.6
"2026-03-02T17:30:00.000Z";"2026-03-02T17:45:00.000Z";156.4
"2026-03-02T17:45:00.000Z";"2026-03-02T18:00:00.000Z";151.23
"2026-03-02T18:00:00.000Z";"2026-03-02T18:15:00.000Z";148.63
"2026-03-02T18:15:00.000Z";"2026-03-02T18:30:00.000Z";130
"2026-03-02T18:30:00.000Z";"2026-03-02T18:45:00.000Z";123.1
"2026-03-02T18:45:00.000Z";"2026-03-02T19:00:00.000Z";126.53
"2026-03-02T19:00:00.000Z";"2026-03-02T19:15:00.000Z";148.36
"2026-03-02T19:15:00.000Z";"2026-03-02T19:30:00.000Z";169.13
"2026-03-02T19:30:00.000Z";"2026-03-02T19:45:00.000Z";209.29
"2026-03-02T19:45:00.000Z";"2026-03-02T20:00:00.000Z";245.16
"2026-03-02T20:00:00.000Z";"2026-03-02T20:15:00.000Z";301.89
"2026-03-02T20:15:00.000Z";"2026-03-02T20:30:00.000Z";361.52
"2026-03-02T20:30:00.000Z";"2026-03-02T20:45:00.000Z";420.12
"2026-03-02T20:45:00.000Z";"2026-03-02T21:00:00.000Z";478.05
"2026-03-02T21:00:00.000Z";"2026-03-02T21:15:00.000Z";561.56
"2026-03-02T21:15:00.000Z";"2026-03-02T21:30:00.000Z";611.09
"2026-03-02T21:30:00.000Z";"2026-03-02T21:45:00.000Z";685.25
"2026-03-02T21:45:00.000Z";"2026-03-02T22:00:00.000Z";795.98
"2026-03-02T22:00:00.000Z";"2026-03-02T22:15:00.000Z";884.89
"2026-03-02T22:15:00.000Z";"2026-03-02T22:30:00.000Z";1023.54
"2026-03-02T22:30:00.000Z";"2026-03-02T22:45:00.000Z";1177.18
"2026-03-02T22:45:00.000Z";"2026-03-02T23:00:00.000Z";1309.78
"2026-03-02T23:00:00.000Z";"2026-03-02T23:15:00.000Z";1405.78
"2026-03-02T23:15:00.000Z";"2026-03-02T23:30:00.000Z";1475.61
"2026-03-02T23:30:00.000Z";"2026-03-02T23:45:00.000Z";1650.98
"2026-03-02T23:45:00.000Z";"2026-03-03T00:00:00.000Z";1716.15
"2026-03-03T00:00:00.000Z";"2026-03-03T00:15:00.000Z";1916.06
"2026-03-03T00:15:00.000Z";"2026-03-03T00:30:00.000Z";2003.98
"2026-03-03T00:30:00.000Z";"2026-03-03T00:45:00.000Z";2029.31
"2026-03-03T00:45:00.000Z";"2026-03-03T01:00:00.000Z";2077.62
"2026-03-03T01:00:00.000Z";"2026-03-03T01:15:00.000Z";2211.55
"2026-03-03T01:15:00.000Z";"2026-03-03T01:30:00.000Z";2350.37
"2026-03-03T01:30:00.000Z";"2026-03-03T01:45:00.000Z";2450.12
"2026-03-03T01:45:00.000Z";"2026-03-03T02:00:00.000Z";2620.52
"2026-03-03T02:00:00.000Z";"2026-03-03T02:15:00.000Z";2805.91
"2026-03-03T02:15:00.000Z";"2026-03-03T02:30:00.000Z";2938.66
"2026-03-03T02:30:00.000Z";"2026-03-03T02:45:00.000Z";2881.63
"2026-03-03T02:45:00.000Z";"2026-03-03T03:00:00.000Z";3076.97
"2026-03-03T03:00:00.000Z";"2026-03-03T03:15:00.000Z";3421.95
"2026-03-03T03:15:00.000Z";"2026-03-03T03:30:00.000Z";3676.65
"2026-03-03T03:30:00.000Z";"2026-03-03T03:45:00.000Z";3557.7
"2026-03-03T03:45:00.000Z";"2026-03-03T04:00:00.000Z";3683.32
"2026-03-03T04:00:00.000Z";"2026-03-03T04:15:00.000Z";3752.14
"2026-03-03T04:15:00.000Z";"2026-03-03T04:30:00.000Z";3988.98
"2026-03-03T04:30:00.000Z";"2026-03-03T04:45:00.000Z";4152.12
"2026-03-03T04:45:00.000Z";"2026-03-03T05:00:00.000Z";4292.6
"2026-03-03T05:00:00.000Z";"2026-03-03T05:15:00.000Z";4752.7
"2026-03-03T05:15:00.000Z";"2026-03-03T05:30:00.000Z";4728.12
"2026-03-03T05:30:00.000Z";"2026-03-03T05:45:00.000Z";4989.83
"2026-03-03T05:45:00.000Z";"2026-03-03T06:00:00.000Z";5022.26
"2026-03-03T06:00:00.000Z";"2026-03-03T06:15:00.000Z";5159.71
"2026-03-03T06:15:00.000Z";"2026-03-03T06:30:00.000Z";5333.59
"2026-03-03T06:30:00.000Z";"2026-03-03T06:45:00.000Z";5310.07
"2026-03-03T06:45:00.000Z";"2026-03-03T07:00:00.000Z";5347.21
"2026-03-03T07:00:00.000Z";"2026-03-03T07:15:00.000Z";5251.37
"2026-03-03T07:15:00.000Z";"2026-03-03T07:30:00.000Z";5323.93
"2026-03-03T07:30:00.000Z";"2026-03-03T07:45:00.000Z";5311.75
"2026-03-03T07:45:00.000Z";"2026-03-03T08:00:00.000Z";5268.69
"2026-03-03T08:00:00.000Z";"2026-03-03T08:15:00.000Z";5419.07
"2026-03-03T08:15:00.000Z";"2026-03-03T08:30:00.000Z";5508.64
"2026-03-03T08:30:00.000Z";"2026-03-03T08:45:00.000Z";5559.63
"2026-03-03T08:45:00.000Z";"2026-03-03T09:00:00.000Z";5644.5
"2026-03-03T09:00:00.000Z";"2026-03-03T09:15:00.000Z";5587.86
"2026-03-03T09:15:00.000Z";"2026-03-03T09:30:00.000Z";5678.48
"2026-03-03T09:30:00.000Z";"2026-03-03T09:45:00.000Z";5654.57
"2026-03-03T09:45:00.000Z";"2026-03-03T10:00:00.000Z";5712.85
"2026-03-03T10:00:00.000Z";"2026-03-03T10:15:00.000Z";5804.71
"2026-03-03T10:15:00.000Z";"2026-03-03T10:30:00.000Z";5646.27
"2026-03-03T10:30:00.000Z";"2026-03-03T10:45:00.000Z";5575.09
"2026-03-03T10:45:00.000Z";"2026-03-03T11:00:00.000Z";5599.8
"2026-03-03T11:00:00.000Z";"2026-03-03T11:15:00.000Z";5663.94
"2026-03-03T11:15:00.000Z";"2026-03-03T11:30:00.000Z";5790.17
"2026-03-03T11:30:00.000Z";"2026-03-03T11:45:00.000Z";5645.44
"2026-03-03T11:45:00.000Z";"2026-03-03T12:00:00.000Z";5700.76
"2026-03-03T12:00:00.000Z";"2026-03-03T12:15:00.000Z";5653.89
"2026-03-03T12:15:00.000Z";"2026-03-03T12:30:00.000Z";5546.6
"2026-03-03T12:30:00.000Z";"2026-03-03T12:45:00.000Z";5477.34
"2026-03-03T12:45:00.000Z";"2026-03-03T13:00:00.000Z";5604.58
"2026-03-03T13:00:00.000Z";"2026-03-03T13:15:00.000Z";5751.44
"2026-03-03T13:15:00.000Z";"2026-03-03T13:30:00.000Z";5921.89
"2026-03-03T13:30:00.000Z";"2026-03-03T13:45:00.000Z";5980.8
"2026-03-03T13:45:00.000Z";"2026-03-03T14:00:00.000Z";5926.98
"2026-03-03T14:00:00.000Z";"2026-03-03T14:15:00.000Z";5831.88
"2026-03-03T14:15:00.000Z";"2026-03-03T14:30:00.000Z";5790.57
"2026-03-03T14:30:00.000Z";"2026-03-03T14:45:00.000Z";5788.52
"2026-03-03T14:45:00.000Z";"2026-03-03T15:00:00.000Z";5758.8
"2026-03-03T15:00:00.000Z";"2026-03-03T15:15:00.000Z";5654.52
"2026-03-03T15:15:00.000Z";"2026-03-03T15:30:00.000Z";5520.81
"2026-03-03T15:30:00.000Z";"2026-03-03T15:45:00.000Z";5272.94
"2026-03-03T15:45:00.000Z";"2026-03-03T16:00:00.000Z";5088.55
"2026-03-03T16:00:00.000Z";"2026-03-03T16:15:00.000Z";5040.59
"2026-03-03T16:15:00.000Z";"2026-03-03T16:30:00.000Z";4951.59
"2026-03-03T16:30:00.000Z";"2026-03-03T16:45:00.000Z";4871.79
"2026-03-03T16:45:00.000Z";"2026-03-03T17:00:00.000Z";4749.44
"2026-03-03T17:00:00.000Z";"2026-03-03T17:15:00.000Z";4651.39
"2026-03-03T17:15:00.000Z";"2026-03-03T17:30:00.000Z";4597.39
"2026-03-03T17:30:00.000Z";"2026-03-03T17:45:00.000Z";4635.07
"2026-03-03T17:45:00.000Z";"2026-03-03T18:00:00.000Z";4580.15
"2026-03-03T18:00:00.000Z";"2026-03-03T18:15:00.000Z";4443.22
"2026-03-03T18:15:00.000Z";"2026-03-03T18:30:00.000Z";4353.66
"2026-03-03T18:30:00.000Z";"2026-03-03T18:45:00.000Z";4320.12
"2026-03-03T18:45:00.000Z";"2026-03-03T19:00:00.000Z";4253.33
"2026-03-03T19:00:00.000Z";"2026-03-03T19:15:00.000Z";4190.04
"2026-03-03T19:15:00.000Z";"2026-03-03T19:30:00.000Z";4187.87
"2026-03-03T19:30:00.000Z";"2026-03-03T19:45:00.000Z";4184.49
"2026-03-03T19:45:00.000Z";"2026-03-03T20:00:00.000Z";4199.78
"2026-03-03T20:00:00.000Z";"2026-03-03T20:15:00.000Z";4303.61
"2026-03-03T20:15:00.000Z";"2026-03-03T20:30:00.000Z";4393.41
"2026-03-03T20:30:00.000Z";"2026-03-03T20:45:00.000Z";4401.32
"2026-03-03T20:45:00.000Z";"2026-03-03T21:00:00.000Z";4385.73
"2026-03-03T21:00:00.000Z";"2026-03-03T21:15:00.000Z";4473.37
"2026-03-03T21:15:00.000Z";"2026-03-03T21:30:00.000Z";4498.94
"2026-03-03T21:30:00.000Z";"2026-03-03T21:45:00.000Z";4448.14
"2026-03-03T21:45:00.000Z";"2026-03-03T22:00:00.000Z";4470.11
"2026-03-03T22:00:00.000Z";"2026-03-03T22:15:00.000Z";4498
"2026-03-03T22:15:00.000Z";"2026-03-03T22:30:00.000Z";4482.04
"2026-03-03T22:30:00.000Z";"2026-03-03T22:45:00.000Z";4387.74
"2026-03-03T22:45:00.000Z";"2026-03-03T23:00:00.000Z";4405.26
"2026-03-03T23:00:00.000Z";"2026-03-03T23:15:00.000Z";4651.76
"2026-03-03T23:15:00.000Z";"2026-03-03T23:30:00.000Z";4835.39
"2026-03-03T23:30:00.000Z";"2026-03-03T23:45:00.000Z";4783.68
"2026-03-03T23:45:00.000Z";"2026-03-04T00:00:00.000Z";4823.71
"2026-03-04T00:00:00.000Z";"2026-03-04T00:15:00.000Z";4908.56
"2026-03-04T00:15:00.000Z";"2026-03-04T00:30:00.000Z";4854.14
"2026-03-04T00:30:00.000Z";"2026-03-04T00:45:00.000Z";4893.3
"2026-03-04T00:45:00.000Z";"2026-03-04T01:00:00.000Z";5082.64
"2026-03-04T01:00:00.000Z";"2026-03-04T01:15:00.000Z";4996.79
"2026-03-04T01:15:00.000Z";"2026-03-04T01:30:00.000Z";4906.77
"2026-03-04T01:30:00.000Z";"2026-03-04T01:45:00.000Z";4929.11
"2026-03-04T01:45:00.000Z";"2026-03-04T02:00:00.000Z";4759.5
"2026-03-04T02:00:00.000Z";"2026-03-04T02:15:00.000Z";4686.24
"2026-03-04T02:15:00.000Z";"2026-03-04T02:30:00.000Z";4739.88
"2026-03-04T02:30:00.000Z";"2026-03-04T02:45:00.000Z";4782.37
"2026-03-04T02:45:00.000Z";"2026-03-04T03:00:00.000Z";4722.33
"2026-03-04T03:00:00.000Z";"2026-03-04T03:15:00.000Z";4731.03
"2026-03-04T03:15:00.000Z";"2026-03-04T03:30:00.000Z";4782.79
"2026-03-04T03:30:00.000Z";"2026-03-04T03:45:00.000Z";4674.64
"2026-03-04T03:45:00.000Z";"2026-03-04T04:00:00.000Z";4614.52
"2026-03-04T04:00:00.000Z";"2026-03-04T04:15:00.000Z";4591.03
"2026-03-04T04:15:00.000Z";"2026-03-04T04:30:00.000Z";4705.17
"2026-03-04T04:30:00.000Z";"2026-03-04T04:45:00.000Z";4886.66
"2026-03-04T04:45:00.000Z";"2026-03-04T05:00:00.000Z";4938.84
"2026-03-04T05:00:00.000Z";"2026-03-04T05:15:00.000Z";4844.43
"2026-03-04T05:15:00.000Z";"2026-03-04T05:30:00.000Z";4821.31
"2026-03-04T05:30:00.000Z";"2026-03-04T05:45:00.000Z";4800.27
"2026-03-04T05:45:00.000Z";"2026-03-04T06:00:00.000Z";4749.12
"2026-03-04T06:00:00.000Z";"2026-03-04T06:15:00.000Z";4674.1
"2026-03-04T06:15:00.000Z";"2026-03-04T06:30:00.000Z";4650.04
"2026-03-04T06:30:00.000Z";"2026-03-04T06:45:00.000Z";4615.16
"2026-03-04T06:45:00.000Z";"2026-03-04T07:00:00.000Z";4514.17
"2026-03-04T07:00:00.000Z";"2026-03-04T07:15:00.000Z";4424.47
"2026-03-04T07:15:00.000Z";"2026-03-04T07:30:00.000Z";4360.69
"2026-03-04T07:30:00.000Z";"2026-03-04T07:45:00.000Z";4308.52
"2026-03-04T07:45:00.000Z";"2026-03-04T08:00:00.000Z";4188.48
"2026-03-04T08:00:00.000Z";"2026-03-04T08:15:00.000Z";4078.14
"2026-03-04T08:15:00.000Z";"2026-03-04T08:30:00.000Z";4096.45
"2026-03-04T08:30:00.000Z";"2026-03-04T08:45:00.000Z";4086.97
"2026-03-04T08:45:00.000Z";"2026-03-04T09:00:00.000Z";4016.12
"2026-03-04T09:00:00.000Z";"2026-03-04T09:15:00.000Z";3925.98
"2026-03-04T09:15:00.000Z";"2026-03-04T09:30:00.000Z";3820.46
"2026-03-04T09:30:00.000Z";"2026-03-04T09:45:00.000Z";3683.52
"2026-03-04T09:45:00.000Z";"2026-03-04T10:00:00.000Z";3542.43
"2026-03-04T10:00:00.000Z";"2026-03-04T10:15:00.000Z";3372.49
"2026-03-04T10:15:00.000Z";"2026-03-04T10:30:00.000Z";3261.87
"2026-03-04T10:30:00.000Z";"2026-03-04T10:45:00.000Z";3286.78
"2026-03-04T10:45:00.000Z";"2026-03-04T11:00:00.000Z";3267.51
"2026-03-04T11:00:00.000Z";"2026-03-04T11:15:00.000Z";3172.44
"2026-03-04T11:15:00.000Z";"2026-03-04T11:30:00.000Z";3168.15
"2026-03-04T11:30:00.000Z";"2026-03-04T11:45:00.000Z";3143.53
"2026-03-04T11:45:00.000Z";"2026-03-04T12:00:00.000Z";3086.66
"2026-03-04T12:00:00.000Z";"2026-03-04T12:15:00.000Z";3154.32
"2026-03-04T12:15:00.000Z";"2026-03-04T12:30:00.000Z";3188.96
"2026-03-04T12:30:00.000Z";"2026-03-04T12:45:00.000Z";3167.12
"2026-03-04T12:45:00.000Z";"2026-03-04T13:00:00.000Z";3273.8
"2026-03-04T13:00:00.000Z";"2026-03-04T13:15:00.000Z";3422.95
